sk_ocupacao;cd_ocupacao;ds_ocupacao;dt_carga
2267;775115;lustrador de peças de madeira;2025-10-04 02:54:51
2268;775120;marcheteiro;2025-10-04 02:54:51
2269;776405;cesteiro;2025-10-04 02:54:51
2270;776410;confeccionador de escovas, pincéis e produtos similares (a mão);2025-10-04 02:54:51
2271;776415;confeccionador de escovas, pincéis e produtos similares (a máquina);2025-10-04 02:54:51
2272;776420;confeccionador de móveis de vime, junco e bambu;2025-10-04 02:54:51
2273;776425;esteireiro;2025-10-04 02:54:51
2274;776430;vassoureiro;2025-10-04 02:54:51
2275;777105;carpinteiro naval (construção de pequenas embarcações);2025-10-04 02:54:51
2276;777110;carpinteiro naval (embarcações);2025-10-04 02:54:51
2277;777115;carpinteiro naval (estaleiros);2025-10-04 02:54:51
2278;777205;carpinteiro de carretas;2025-10-04 02:54:51
2279;777210;carpinteiro de carrocerias;2025-10-04 02:54:51
2280;780105;supervisor de embalagem e etiquetagem;2025-10-04 02:54:51
2281;781105;condutor de processos robotizados de pintura;2025-10-04 02:54:51
2282;781110;condutor de processos robotizados de soldagem;2025-10-04 02:54:51
2283;781305;operador de veículos subaquáticos controlados remotamente;2025-10-04 02:54:51
2284;781310;operador de aeronaves não tripuladas;2025-10-04 02:54:51
2285;781705;mergulhador profissional (raso e profundo);2025-10-04 02:54:51
2286;782105;operador de draga;2025-10-04 02:54:51
2287;782110;operador de guindaste (fixo);2025-10-04 02:54:51
2288;782115;operador de guindaste móvel;2025-10-04 02:54:51
2289;782120;operador de máquina rodoferroviária;2025-10-04 02:54:51
2290;782125;operador de monta-cargas (construção civil);2025-10-04 02:54:51
2291;782130;operador de ponte rolante;2025-10-04 02:54:51
2292;782135;operador de pórtico rolante;2025-10-04 02:54:51
2293;782140;operador de talha elétrica;2025-10-04 02:54:51
2294;782145;sinaleiro (ponte-rolante);2025-10-04 02:54:51
2295;782205;guincheiro (construção civil);2025-10-04 02:54:51
2296;782210;operador de docagem;2025-10-04 02:54:51
2297;782220;operador de empilhadeira;2025-10-04 02:54:51
2298;782305;motorista de carro de passeio;2025-10-04 02:54:51
2299;782310;motorista de furgão ou veículo similar;2025-10-04 02:54:51
2300;782315;motorista de táxi;2025-10-04 02:54:51
2301;782320;condutor de ambulância;2025-10-04 02:54:51
2302;782405;motorista de ônibus rodoviário;2025-10-04 02:54:51
2303;782410;motorista de ônibus urbano;2025-10-04 02:54:51
2304;782415;motorista de trólebus;2025-10-04 02:54:51
2305;782505;caminhoneiro autônomo (rotas regionais e internacionais);2025-10-04 02:54:51
2306;782510;motorista de caminhão (rotas regionais e internacionais);2025-10-04 02:54:51
2307;782515;motorista operacional de guincho;2025-10-04 02:54:51
2308;782605;operador de trem de metrô;2025-10-04 02:54:51
2309;782610;maquinista de trem;2025-10-04 02:54:51
2310;782615;maquinista de trem metropolitano;2025-10-04 02:54:51
2311;782620;motorneiro;2025-10-04 02:54:51
2312;782625;auxiliar de maquinista de trem;2025-10-04 02:54:51
2313;782630;operador de teleférico (passageiros);2025-10-04 02:54:51
2314;782705;marinheiro de convés (marítimo e fluviário);2025-10-04 02:54:51
2315;782710;marinheiro de máquinas;2025-10-04 02:54:51
2316;782715;moço de convés (marítimo e fluviário);2025-10-04 02:54:51
2317;782720;moço de máquinas (marítimo e fluviário);2025-10-04 02:54:51
2318;782725;marinheiro de esporte e recreio;2025-10-04 02:54:51
2319;782730;marinheiro auxiliar de convés (marítimo e aquaviario);2025-10-04 02:54:51
2320;782735;marinheiro auxiliar de máquinas (marítimo e aquaviário);2025-10-04 02:54:51
2321;782805;condutor de veículos de tração animal (ruas e estradas);2025-10-04 02:54:51
2322;782810;tropeiro;2025-10-04 02:54:51
2323;782815;boiadeiro;2025-10-04 02:54:51
2324;782820;condutor de veículos a pedais;2025-10-04 02:54:51
2325;783105;agente de pátio;2025-10-04 02:54:51
2326;783110;manobrador;2025-10-04 02:54:51
2327;783205;carregador (aeronaves);2025-10-04 02:54:51
2328;783210;carregador (armazém);2025-10-04 02:54:51
2329;783215;carregador (veículos de transportes terrestres);2025-10-04 02:54:51
2330;783220;estivador;2025-10-04 02:54:51
2331;783225;ajudante de motorista;2025-10-04 02:54:51
2332;783230;bloqueiro (trabalhador portuário);2025-10-04 02:54:51
2333;783235;trabalhador portuário de capatazia;2025-10-04 02:54:51
2334;783240;amarrador e desamarrado de embarcações;2025-10-04 02:54:51
2335;784105;embalador, a mão;2025-10-04 02:54:51
2336;784110;embalador, a máquina;2025-10-04 02:54:51
2337;784115;operador de máquina de etiquetar;2025-10-04 02:54:51
2338;784120;operador de máquina de envasar líquidos;2025-10-04 02:54:51
2339;784125;operador de prensa de enfardamento;2025-10-04 02:54:51
2340;784205;alimentador de linha de produção;2025-10-04 02:54:51
2341;791105;artesão bordador;2025-10-04 02:54:51
2342;791110;artesão ceramista;2025-10-04 02:54:51
2343;791115;artesão com material reciclável;2025-10-04 02:54:51
2344;791120;artesão confeccionador de biojóias e ecojóias;2025-10-04 02:54:51
2345;791125;artesão do couro;2025-10-04 02:54:51
2346;791130;artesão escultor;2025-10-04 02:54:51
2347;791135;artesão moveleiro (exceto reciclado);2025-10-04 02:54:51
2348;791140;artesão tecelão;2025-10-04 02:54:51
2349;791145;artesão trançador;2025-10-04 02:54:51
2350;791150;artesão crocheteiro;2025-10-04 02:54:51
2351;791155;artesão tricoteiro;2025-10-04 02:54:51
2352;791160;artesão rendeiro;2025-10-04 02:54:51
2353;810105;mestre (indústria petroquímica e carboquímica);2025-10-04 02:54:51
2354;810110;mestre de produção química;2025-10-04 02:54:51
2355;810205;mestre (indústria de borracha e plástico);2025-10-04 02:54:51
2356;810305;mestre de produção farmacêutica;2025-10-04 02:54:51
2357;811005;operador de processos químicos e petroquímicos;2025-10-04 02:54:51
2358;811010;operador de sala de controle de instalações químicas, petroquímicas e afins;2025-10-04 02:54:51
2359;811105;moleiro (tratamentos químicos e afins);2025-10-04 02:54:51
2360;811110;operador de máquina misturadeira (tratamentos químicos e afins);2025-10-04 02:54:51
2361;811115;operador de britadeira (tratamentos químicos e afins);2025-10-04 02:54:51
2362;811120;operador de concentração;2025-10-04 02:54:51
2363;811125;trabalhador da fabricação de resinas e vernizes;2025-10-04 02:54:51
2364;811130;trabalhador de fabricação de tintas;2025-10-04 02:54:51
2365;811205;operador de calcinação (tratamento químico e afins);2025-10-04 02:54:51
2366;811215;operador de tratamento químico de materiais radioativos;2025-10-04 02:54:51
2367;811305;operador de centrifugadora (tratamentos químicos e afins);2025-10-04 02:54:51
2368;811310;operador de exploração de petróleo;2025-10-04 02:54:51
2369;811315;operador de filtro de secagem (mineração);2025-10-04 02:54:51
2370;811320;operador de filtro de tambor rotativo (tratamentos químicos e afins);2025-10-04 02:54:51
2371;811325;operador de filtro-esteira (mineração);2025-10-04 02:54:51
2372;811330;operador de filtro-prensa (tratamentos químicos e afins);2025-10-04 02:54:51
2373;811335;operador de filtros de parafina (tratamentos químicos e afins);2025-10-04 02:54:51
2374;811405;destilador de madeira;2025-10-04 02:54:51
2375;811410;destilador de produtos químicos (exceto petróleo);2025-10-04 02:54:51
2376;811415;operador de alambique de funcionamento contínuo (produtos químicos, exceto petróleo);2025-10-04 02:54:51
2377;811420;operador de aparelho de reação e conversão (produtos químicos, exceto petróleo);2025-10-04 02:54:51
2378;811425;operador de equipamento de destilação de álcool;2025-10-04 02:54:51
2379;811430;operador de evaporador na destilação;2025-10-04 02:54:51
2380;811505;operador de painel de controle (refinação de petróleo);2025-10-04 02:54:51
2381;811510;operador de transferência e estocagem - na refinação do petróleo;2025-10-04 02:54:51
2382;811605;operador de britador de coque;2025-10-04 02:54:51
2383;811610;operador de carro de apagamento e coque;2025-10-04 02:54:51
2384;811615;operador de destilação e subprodutos de coque;2025-10-04 02:54:51
2385;811620;operador de enfornamento e desenfornamento de coque;2025-10-04 02:54:51
2386;811625;operador de exaustor (coqueria);2025-10-04 02:54:51
2387;811630;operador de painel de controle;2025-10-04 02:54:51
2388;811635;operador de preservação e controle térmico;2025-10-04 02:54:51
2389;811640;operador de reator de coque de petróleo;2025-10-04 02:54:51
2390;811645;operador de refrigeração (coqueria);2025-10-04 02:54:51
2391;811650;operador de sistema de reversão (coqueria);2025-10-04 02:54:51
2392;811705;bamburista;2025-10-04 02:54:51
2393;811710;calandrista de borracha;2025-10-04 02:54:51
2394;811715;confeccionador de pneumáticos;2025-10-04 02:54:51
2395;811725;confeccionador de velas por imersão;2025-10-04 02:54:51
2396;811735;confeccionador de velas por moldagem;2025-10-04 02:54:51
2397;811745;laminador de plástico;2025-10-04 02:54:51
2398;811750;moldador de borracha por compressão;2025-10-04 02:54:51
2399;811760;moldador de plástico por compressão;2025-10-04 02:54:51
2400;811770;moldador de plástico por injeção;2025-10-04 02:54:51
2401;811775;trefilador de borracha;2025-10-04 02:54:51
2402;811805;operador de máquina de produtos farmacêuticos;2025-10-04 02:54:51
2403;811810;drageador (medicamentos);2025-10-04 02:54:51
2404;811815;operador de máquina de fabricação de cosméticos;2025-10-04 02:54:51
2405;811820;operador de máquina de fabricação de produtos de higiene e limpeza (sabão, sabonete, detergente, absorvente, fraldas cotonetes e outros);2025-10-04 02:54:51
2406;812105;pirotécnico;2025-10-04 02:54:51
2407;812110;trabalhador da fabricação de munição e explosivos;2025-10-04 02:54:51
2408;813105;cilindrista (petroquímica e afins);2025-10-04 02:54:51
2409;813110;operador de calandra (química, petroquímica e afins);2025-10-04 02:54:51
2410;813115;operador de extrusora (química, petroquímica e afins);2025-10-04 02:54:51
2411;813120;operador de processo (química, petroquímica e afins);2025-10-04 02:54:51
2412;813125;operador de produção (química, petroquímica e afins);2025-10-04 02:54:51
2413;813130;técnico de operação (química, petroquímica e afins);2025-10-04 02:54:51
2414;818105;assistente de laboratório industrial;2025-10-04 02:54:51
2415;818110;auxiliar de laboratório de análises físico-químicas;2025-10-04 02:54:51
2416;820105;mestre de siderurgia;2025-10-04 02:54:51
2417;820110;mestre de aciaria;2025-10-04 02:54:51
2418;820115;mestre de alto-forno;2025-10-04 02:54:51
2419;820120;mestre de forno elétrico;2025-10-04 02:54:51
2420;820125;mestre de laminação;2025-10-04 02:54:51
2421;820205;supervisor de fabricação de produtos cerâmicos, porcelanatos e afins;2025-10-04 02:54:51
2422;820210;supervisor de fabricação de produtos de vidro;2025-10-04 02:54:51
2423;821105;operador de centro de controle ( sinterização);2025-10-04 02:54:51
2424;821110;operador de máquina de sinterizar;2025-10-04 02:54:51
2425;821205;forneiro e operador (alto-forno);2025-10-04 02:54:51
2426;821210;forneiro e operador (conversor a oxigênio);2025-10-04 02:54:51
2427;821215;forneiro e operador (forno elétrico);2025-10-04 02:54:51
2428;821220;forneiro e operador (refino de metais não-ferrosos);2025-10-04 02:54:51
2429;821225;forneiro e operador de forno de redução direta;2025-10-04 02:54:51
2430;821230;operador de aciaria (basculamento de convertedor);2025-10-04 02:54:51
2431;821235;operador de aciaria (dessulfuração de gusa);2025-10-04 02:54:51
2432;821240;operador de aciaria (recebimento de gusa);2025-10-04 02:54:51
2433;821245;operador de área de corrida;2025-10-04 02:54:51
2434;821250;operador de desgaseificação;2025-10-04 02:54:51
2435;821255;soprador de convertedor;2025-10-04 02:54:51
2436;821305;operador de laminador;2025-10-04 02:54:51
2437;821310;operador de laminador de barras a frio;2025-10-04 02:54:51
2438;821315;operador de laminador de barras a quente;2025-10-04 02:54:51
2439;821320;operador de laminador de metais não-ferrosos;2025-10-04 02:54:51
2440;821325;operador de laminador de tubos;2025-10-04 02:54:51
2441;821330;operador de montagem de cilindros e mancais;2025-10-04 02:54:51
2442;821335;recuperador de guias e cilindros;2025-10-04 02:54:51
2443;821405;encarregado de acabamento de chapas e metais  (têmpera);2025-10-04 02:54:51
2444;821410;escarfador;2025-10-04 02:54:51
2445;821415;marcador de produtos (siderúrgico e metalúrgico);2025-10-04 02:54:51
2446;821420;operador de bobinadeira de tiras a quente, no acabamento de chapas e metais;2025-10-04 02:54:51
2447;821425;operador de cabine de laminação (fio-máquina);2025-10-04 02:54:51
2448;821430;operador de escória e sucata;2025-10-04 02:54:51
2449;821435;operador de jato abrasivo;2025-10-04 02:54:51
2450;821440;operador de tesoura mecânica e máquina de corte, no acabamento de chapas e metais;2025-10-04 02:54:51
2451;821445;preparador de sucata e aparas;2025-10-04 02:54:51
2452;821450;rebarbador de metal;2025-10-04 02:54:51
2453;822105;forneiro de cubilô;2025-10-04 02:54:51
2454;822110;forneiro de forno-poço;2025-10-04 02:54:51
2455;822115;forneiro de fundição (forno de redução);2025-10-04 02:54:51
2456;822120;forneiro de reaquecimento e tratamento térmico na metalurgia;2025-10-04 02:54:51
2457;822125;forneiro de revérbero;2025-10-04 02:54:51
2458;823105;preparador de massa (fabricação de abrasivos);2025-10-04 02:54:51
2459;823110;preparador de massa (fabricação de vidro);2025-10-04 02:54:51
2460;823115;preparador de massa de argila;2025-10-04 02:54:51
2461;823120;preparador de barbotina;2025-10-04 02:54:51
2462;823125;preparador de esmaltes (cerâmica);2025-10-04 02:54:51
2463;823130;preparador de aditivos;2025-10-04 02:54:51
2464;823135;operador de atomizador;2025-10-04 02:54:51
2465;823210;extrusor de fios ou fibras de vidro;2025-10-04 02:54:51
2466;823215;forneiro na fundição de vidro;2025-10-04 02:54:51
2467;823220;forneiro no recozimento de vidro;2025-10-04 02:54:51
2468;823230;moldador de abrasivos na fabricação de cerâmica, vidro e porcelana;2025-10-04 02:54:51
2469;823235;operador de banho metálico de vidro por flutuação;2025-10-04 02:54:51
2470;823240;operador de máquina de soprar vidro;2025-10-04 02:54:51
2471;823245;operador de máquina extrusora de varetas e tubos de vidro;2025-10-04 02:54:51
2472;823250;operador de prensa de moldar vidro;2025-10-04 02:54:51
2473;823255;temperador de vidro;2025-10-04 02:54:51
2474;823265;trabalhador na fabricação de produtos abrasivos;2025-10-04 02:54:51
2475;823305;classificador e empilhador de tijolos refratários;2025-10-04 02:54:51
2476;823315;forneiro (materiais de construção);2025-10-04 02:54:51
2477;823320;trabalhador da elaboração de pré-fabricados (cimento amianto);2025-10-04 02:54:51
2478;823325;trabalhador da elaboração de pré-fabricados (concreto armado);2025-10-04 02:54:51
2479;823330;trabalhador da fabricação de pedras artificiais;2025-10-04 02:54:51
2480;828105;oleiro (fabricação de telhas);2025-10-04 02:54:51
2481;828110;oleiro (fabricação de tijolos);2025-10-04 02:54:51
2482;830105;mestre (indústria de celulose, papel e papelão);2025-10-04 02:54:51
2483;831105;cilindreiro na preparação de pasta para fabricação de papel;2025-10-04 02:54:51
2484;831110;operador de branqueador de pasta para fabricação de papel;2025-10-04 02:54:51
2485;831115;operador de digestor de pasta para fabricação de papel;2025-10-04 02:54:51
2486;831120;operador de lavagem e depuração de pasta para fabricação de papel;2025-10-04 02:54:51
2487;831125;operador de máquina de secar celulose;2025-10-04 02:54:51
2488;832105;calandrista de papel;2025-10-04 02:54:51
2489;832110;operador de cortadeira de papel;2025-10-04 02:54:51
2490;832115;operador de máquina de fabricar papel  (fase úmida);2025-10-04 02:54:51
2491;832120;operador de máquina de fabricar papel (fase seca);2025-10-04 02:54:51
2492;832125;operador de máquina de fabricar papel e papelão;2025-10-04 02:54:51
2493;832135;operador de rebobinadeira na fabricação de papel e papelão;2025-10-04 02:54:51
2494;833105;cartonageiro, a máquina;2025-10-04 02:54:51
2495;833110;confeccionador de bolsas, sacos e sacolas e papel, a máquina;2025-10-04 02:54:51
2496;833115;confeccionador de sacos de celofane, a máquina;2025-10-04 02:54:51
2497;833120;operador de máquina de cortar e dobrar papelão;2025-10-04 02:54:51
2498;833125;operador de prensa de embutir papelão;2025-10-04 02:54:51
2499;833205;cartonageiro, a mão (caixas de papelão);2025-10-04 02:54:51
2500;840105;supervisor de produção da indústria alimentícia;2025-10-04 02:54:51
2501;840110;supervisor da indústria de bebidas;2025-10-04 02:54:51
2502;840115;supervisor da indústria de fumo;2025-10-04 02:54:51
2503;840120;chefe de confeitaria;2025-10-04 02:54:51
2504;841105;moleiro de cereais (exceto arroz);2025-10-04 02:54:51
2505;841110;moleiro de especiarias;2025-10-04 02:54:51
2506;841115;operador de processo de moagem;2025-10-04 02:54:51
2507;841205;moedor de sal;2025-10-04 02:54:51
2508;841210;refinador de sal;2025-10-04 02:54:51
2509;841305;operador de cristalização na refinação de açucar;2025-10-04 02:54:51
2510;841310;operador de equipamentos de refinação de açúcar (processo contínuo);2025-10-04 02:54:51
2511;841315;operador de moenda na fabricação de açúcar;2025-10-04 02:54:51
2512;841320;operador de tratamento de calda na refinação de açúcar;2025-10-04 02:54:51
2513;841408;cozinhador (conservação de alimentos);2025-10-04 02:54:51
2514;841416;cozinhador de carnes;2025-10-04 02:54:51
2515;841420;cozinhador de frutas e legumes;2025-10-04 02:54:51
2516;841428;cozinhador de pescado;2025-10-04 02:54:51
2517;841432;desidratador de alimentos;2025-10-04 02:54:51
2518;841440;esterilizador de alimentos;2025-10-04 02:54:51
2519;841444;hidrogenador de óleos e gorduras;2025-10-04 02:54:51
2520;841448;lagareiro;2025-10-04 02:54:51
2521;841456;operador de câmaras frias;2025-10-04 02:54:51
2522;841460;operador de preparação de grãos vegetais (óleos e gorduras);2025-10-04 02:54:51
2523;841464;prensador de frutas (exceto oleaginosas);2025-10-04 02:54:51
2524;841468;preparador de rações;2025-10-04 02:54:51
2525;841472;refinador de óleo e gordura;2025-10-04 02:54:51
2526;841476;trabalhador de fabricação de margarina;2025-10-04 02:54:51
2527;841484;trabalhador de preparação de pescados (limpeza);2025-10-04 02:54:51
2528;841505;trabalhador de tratamento do leite e fabricação de laticínios e afins;2025-10-04 02:54:51
2529;841605;misturador de café;2025-10-04 02:54:51
2530;841610;torrador de café;2025-10-04 02:54:51
2531;841615;moedor de café;2025-10-04 02:54:51
2532;841620;operador de extração de café solúvel;2025-10-04 02:54:51
2533;841625;torrador de cacau;2025-10-04 02:54:51
2534;841630;misturador de chá ou mate;2025-10-04 02:54:51
2535;841705;alambiqueiro;2025-10-04 02:54:51
2536;841710;filtrador de cerveja;2025-10-04 02:54:51
2537;841715;fermentador;2025-10-04 02:54:51
2538;841720;trabalhador de fabricação de vinhos;2025-10-04 02:54:51
2539;841725;malteiro (germinação);2025-10-04 02:54:51
2540;841730;cozinhador de malte;2025-10-04 02:54:51
2541;841735;dessecador de malte;2025-10-04 02:54:51
2542;841740;vinagreiro;2025-10-04 02:54:51
2543;841745;xaropeiro;2025-10-04 02:54:51
2544;841805;operador de forno (fabricação de pães, biscoitos e similares);2025-10-04 02:54:51
2545;841810;operador de máquinas de fabricação de doces, salgados e massas alimentícias;2025-10-04 02:54:51
2546;841815;operador de máquinas de fabricação de chocolates e achocolatados;2025-10-04 02:54:51
2547;842105;preparador de melado e essência de fumo;2025-10-04 02:54:51
2548;842110;processador de fumo;2025-10-04 02:54:51
2549;842115;classificador de fumo;2025-10-04 02:54:51
2550;842120;auxiliar de processamento de fumo;2025-10-04 02:54:51
2551;842125;operador de máquina (fabricação de cigarros);2025-10-04 02:54:51
2552;842135;operador de máquina de preparação de matéria prima para produção de cigarros;2025-10-04 02:54:51
2553;842205;preparador de fumo na fabricação de charutos;2025-10-04 02:54:51
2554;842210;operador de máquina de fabricar charutos e cigarrilhas;2025-10-04 02:54:51
2555;842215;classificador de charutos;2025-10-04 02:54:51
2556;842220;cortador de charutos;2025-10-04 02:54:51
2557;842225;celofanista na fabricação de charutos;2025-10-04 02:54:51
2558;842230;charuteiro a mão;2025-10-04 02:54:51
2559;842235;degustador de charutos;2025-10-04 02:54:51
2560;848105;defumador de carnes e pescados;2025-10-04 02:54:51
2561;848110;salgador de alimentos;2025-10-04 02:54:51
2562;848115;salsicheiro (fabricação de lingüiça, salsicha e produtos similares);2025-10-04 02:54:51
2563;848205;pasteurizador;2025-10-04 02:54:51
2564;848210;queijeiro na fabricação de laticínio;2025-10-04 02:54:51
2565;848215;manteigueiro na fabricação de laticínio;2025-10-04 02:54:51
2566;848305;padeiro;2025-10-04 02:54:51
2567;848310;confeiteiro;2025-10-04 02:54:51
2568;848315;masseiro (massas alimentícias);2025-10-04 02:54:51
2569;848325;trabalhador de fabricação de sorvete;2025-10-04 02:54:51
2570;848405;degustador de café;2025-10-04 02:54:51
2571;848410;degustador de chá;2025-10-04 02:54:51
2572;848415;degustador de derivados de cacau;2025-10-04 02:54:51
2573;848420;degustador de vinhos ou licores;2025-10-04 02:54:51
2574;848425;classificador de grãos;2025-10-04 02:54:51
2575;848505;abatedor;2025-10-04 02:54:51
2576;848510;açougueiro;2025-10-04 02:54:51
2577;848515;desossador;2025-10-04 02:54:51
2578;848520;magarefe;2025-10-04 02:54:51
2579;848525;retalhador de carne;2025-10-04 02:54:51
2580;848605;trabalhador do beneficiamento de fumo;2025-10-04 02:54:51
2581;860105;supervisor de manutenção eletromecânica (utilidades);2025-10-04 02:54:51
2582;860110;supervisor de operação de fluidos (distribuição, captação, tratamento de água, gases, vapor);2025-10-04 02:54:51
2583;860115;supervisor de operação elétrica (geração, transmissão e distribuição de energia elétrica);2025-10-04 02:54:51
2584;861105;operador de central hidrelétrica;2025-10-04 02:54:51
2585;861110;operador de quadro de distribuição de energia elétrica;2025-10-04 02:54:51
2586;861115;operador de central termoelétrica;2025-10-04 02:54:51
2587;861120;operador de reator nuclear;2025-10-04 02:54:51
2588;861205;operador de subestação;2025-10-04 02:54:51
2589;862105;foguista (locomotivas a vapor);2025-10-04 02:54:51
2590;862110;maquinista de embarcações;2025-10-04 02:54:51
2591;862115;operador de bateria de gás de hulha;2025-10-04 02:54:51
2592;862120;operador de caldeira;2025-10-04 02:54:51
2593;862130;operador de compressor de ar;2025-10-04 02:54:51
2594;862140;operador de estação de bombeamento;2025-10-04 02:54:51
2595;862150;operador de máquinas fixas, em geral;2025-10-04 02:54:51
2596;862155;operador de utilidade (produção e distribuição de vapor, gás, óleo, combustível, energia, oxigênio);2025-10-04 02:54:51
2597;862160;operador de abastecimento de combustível de aeronave;2025-10-04 02:54:51
2598;862205;operador de estação de captação, tratamento e distribuição de água;2025-10-04 02:54:51
2599;862305;operador de estação de tratamento de água e efluentes;2025-10-04 02:54:51
2600;862310;operador de forno de incineração no tratamento de água, efluentes e resíduos industriais;2025-10-04 02:54:51
2601;862405;operador de instalação de extração, processamento, envasamento e distribuição de gases;2025-10-04 02:54:51
2602;862505;operador de instalação de refrigeração;2025-10-04 02:54:51
2603;862510;operador de refrigeração com amônia;2025-10-04 02:54:51
2604;862515;operador de instalação de ar-condicionado;2025-10-04 02:54:51
2605;910105;encarregado de manutenção mecânica de sistemas operacionais;2025-10-04 02:54:51
2606;910110;supervisor de manutenção de aparelhos térmicos, de climatização e de refrigeração;2025-10-04 02:54:51
2607;910115;supervisor de manutenção de bombas, motores, compressores e equipamentos de transmissão;2025-10-04 02:54:51
2608;910120;supervisor de manutenção de máquinas gráficas;2025-10-04 02:54:51
2609;910125;supervisor de manutenção de máquinas industriais têxteis;2025-10-04 02:54:51
2610;910130;supervisor de manutenção de máquinas operatrizes e de usinagem;2025-10-04 02:54:51
2611;910205;supervisor da manutenção e reparação de veículos leves;2025-10-04 02:54:51
2612;910210;supervisor da manutenção e reparação de veículos pesados;2025-10-04 02:54:51
2613;910905;supervisor de reparos linhas férreas;2025-10-04 02:54:51
2614;910910;supervisor de manutenção de vias férreas;2025-10-04 02:54:51
2615;911105;mecânico de manutenção de bomba injetora (exceto de veículos automotores);2025-10-04 02:54:51
2616;911110;mecânico de manutenção de bombas;2025-10-04 02:54:51
2617;911115;mecânico de manutenção de compressores de ar;2025-10-04 02:54:51
2618;911120;mecânico de manutenção de motores diesel (exceto de veículos automotores);2025-10-04 02:54:51
2619;911125;mecânico de manutenção de redutores;2025-10-04 02:54:51
2620;911130;mecânico de manutenção de turbinas (exceto de aeronaves);2025-10-04 02:54:51
2621;911135;mecânico de manutenção de turbocompressores;2025-10-04 02:54:51
2622;911205;mecânico de manutenção e instalação de aparelhos de climatização e  refrigeração;2025-10-04 02:54:51
2623;911305;mecânico de manutenção de máquinas, em geral;2025-10-04 02:54:51
2624;911310;mecânico de manutenção de máquinas gráficas;2025-10-04 02:54:51
2625;911315;mecânico de manutenção de máquinas operatrizes (lavra de madeira);2025-10-04 02:54:51
2626;911320;mecânico de manutenção de máquinas têxteis;2025-10-04 02:54:51
2627;911325;mecânico de manutenção de máquinas-ferramentas (usinagem de metais);2025-10-04 02:54:51
2628;913105;mecânico de manutenção de aparelhos de levantamento;2025-10-04 02:54:51
2629;913110;mecânico de manutenção de equipamento de mineração;2025-10-04 02:54:51
2630;913115;mecânico de manutenção de máquinas agrícolas;2025-10-04 02:54:51
2631;913120;mecânico de manutenção de máquinas de construção e terraplenagem;2025-10-04 02:54:51
2632;913125;vulcanizador de correias transportadoras;2025-10-04 02:54:51
2633;914105;mecânico de manutenção de aeronaves, em geral;2025-10-04 02:54:51
2634;914110;mecânico de manutenção de sistema hidráulico de aeronaves (serviços de pista e hangar);2025-10-04 02:54:51
2635;914205;mecânico de manutenção de motores e equipamentos navais;2025-10-04 02:54:51
2636;914305;mecânico de manutenção de veículos ferroviários;2025-10-04 02:54:51
2637;914405;mecânico de manutenção de automóveis, motocicletas e veículos similares;2025-10-04 02:54:51
2638;914410;mecânico de manutenção de empilhadeiras e outros veículos de cargas leves;2025-10-04 02:54:51
2639;914415;mecânico de manutenção de motocicletas;2025-10-04 02:54:51
2640;914420;mecânico de manutenção de tratores;2025-10-04 02:54:51
2641;914425;mecânico de veículos automotores a diesel (exceto tratores);2025-10-04 02:54:51
2642;915105;técnico em manutenção de instrumentos de medição e precisão;2025-10-04 02:54:51
2643;915110;técnico em manutenção de hidrômetros;2025-10-04 02:54:51
2644;915115;técnico em manutenção de balanças;2025-10-04 02:54:51
2645;915205;restaurador de instrumentos musicais (exceto cordas arcadas);2025-10-04 02:54:51
2646;915210;reparador de instrumentos musicais;2025-10-04 02:54:51
2647;915215;luthier (restauração de cordas arcadas);2025-10-04 02:54:51
2648;915305;técnico em manutenção de equipamentos e instrumentos médico-hospitalares;2025-10-04 02:54:51
2649;915405;reparador de equipamentos fotográficos;2025-10-04 02:54:51
2650;919105;lubrificador industrial;2025-10-04 02:54:51
2651;919110;lubrificador de veículos automotores (exceto embarcações);2025-10-04 02:54:51
2652;919115;lubrificador de embarcações;2025-10-04 02:54:51
2653;919205;mecânico de manutenção de máquinas cortadoras de grama, roçadeiras, motosserras e similares;2025-10-04 02:54:51
2654;919305;mecânico de manutenção de aparelhos esportivos e de ginástica;2025-10-04 02:54:51
2655;919310;mecânico de manutenção de bicicletas e veículos similares;2025-10-04 02:54:51
2656;919315;montador de bicicletas;2025-10-04 02:54:51
2657;950105;supervisor de manutenção elétrica de alta tensão industrial;2025-10-04 02:54:51
2658;950110;supervisor de manutenção eletromecânica industrial, comercial e predial;2025-10-04 02:54:51
2659;950205;encarregado de manutenção elétrica de veículos;2025-10-04 02:54:51
2660;950305;supervisor de manutenção eletromecânica;2025-10-04 02:54:51
2661;951105;eletricista de manutenção eletroeletrônica;2025-10-04 02:54:51
2662;951305;instalador de sistemas eletroeletrônicos de segurança;2025-10-04 02:54:51
2663;951310;mantenedor de sistemas eletroeletrônicos de segurança;2025-10-04 02:54:51
2664;951315;monitor de sistemas eletrônicos de segurança interno;2025-10-04 02:54:51
2665;951320;monitor de sistemas eletrônicos de segurança externo;2025-10-04 02:54:51
2666;953105;eletricista de instalações (aeronaves);2025-10-04 02:54:51
2667;953110;eletricista de instalações (embarcações);2025-10-04 02:54:51
2668;953115;eletricista de instalações (veículos automotores e máquinas operatrizes, exceto aeronaves e embarcações);2025-10-04 02:54:51
2669;954105;eletromecânico de manutenção de elevadores;2025-10-04 02:54:51
2670;954110;eletromecânico de manutenção de escadas rolantes;2025-10-04 02:54:51
